CVE_MUNICIPIO,ANIO,PRESUPUESTO,DECIL_ANUAL_PRESUP,DEFORESTACION_HA,DECIL_ANT,DELTA_DECIL,CLASE_5,PRESUPUESTO_L1,DEFORESTACION_L1,DECIL_L1,PRESUPUESTO_L2,DEFORESTACION_L2,DECIL_L2,CLASE_5_pred,CLASE_5_pred_num,DEFORESTACION_PRED
21062.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,179950.0,0.0,2.0,676750.0,0.0,2.0,sin_cambio,0,0.0
21063.0,2024,25000.0,1,0.0,4.0,-3.0,bajada_fuerte,829250.0,0.0,4.0,2876050.0,0.0,4.0,sin_cambio,0,0.0
21064.0,2024,6549250.0,6,0.0,8.0,-2.0,bajada_fuerte,6596900.0,0.0,8.0,22867050.0,0.0,8.0,bajada_leve,-1,0.0
21065.0,2024,0.0,0,0.0,4.0,-4.0,bajada_fuerte,610650.0,0.0,4.0,2117150.0,0.0,4.0,sin_cambio,0,0.0
21066.0,2024,0.0,0,0.0,3.0,-3.0,bajada_fuerte,312700.0,0.0,3.0,1134000.0,0.0,3.0,sin_cambio,0,0.0
21067.0,2024,0.0,0,0.0,4.0,-4.0,bajada_fuerte,699150.0,0.0,4.0,2324000.0,0.0,4.0,bajada_leve,-1,0.0
21068.0,2024,0.0,0,0.0,5.0,-5.0,bajada_fuerte,1081400.0,0.0,5.0,2054800.0,0.0,4.0,bajada_leve,-1,0.0
21069.0,2024,800000.0,2,0.0,6.0,-4.0,bajada_fuerte,2017650.0,0.0,6.0,8021550.0,0.0,6.0,sin_cambio,0,0.0
21070.0,2024,8000000.0,7,0.0,8.0,-1.0,bajada_leve,7056750.0,0.0,8.0,22949000.0,0.0,8.0,sin_cambio,0,0.0
21071.0,2024,2681250.0,4,0.0,9.0,-5.0,bajada_fuerte,14239850.0,0.0,9.0,33808350.0,0.0,9.0,bajada_fuerte,-2,0.0
21072.0,2024,1975000.0,3,0.0,8.0,-5.0,bajada_fuerte,10142050.0,0.0,8.0,14658500.0,0.0,7.0,bajada_leve,-1,0.0
21073.0,2024,7468750.0,7,0.0,4.0,3.0,subida_fuerte,584100.0,0.0,4.0,2297050.0,0.0,4.0,bajada_leve,-1,0.0
21074.0,2024,1937500.0,3,0.0,7.0,-4.0,bajada_fuerte,3907300.0,0.0,7.0,15615000.0,0.0,8.0,sin_cambio,0,0.0
21075.0,2024,3262500.0,4,0.0,7.0,-3.0,bajada_fuerte,4632100.0,0.0,7.0,12394000.0,0.0,7.0,bajada_leve,-1,0.0
21076.0,2024,6885500.0,6,0.0,8.0,-2.0,bajada_fuerte,7242250.0,0.0,8.0,23112150.0,0.0,8.0,sin_cambio,0,0.0
21077.0,2024,10570000.0,8,0.0,6.0,2.0,subida_fuerte,2015800.0,0.0,6.0,5307400.0,0.0,5.0,bajada_leve,-1,0.0
21078.0,2024,0.0,0,0.0,6.0,-6.0,bajada_fuerte,2721200.0,0.0,6.0,5207550.0,0.0,5.0,bajada_leve,-1,0.0
21079.0,2024,75000.0,1,0.0,3.0,-2.0,bajada_fuerte,286750.0,0.0,3.0,893550.0,0.0,2.0,sin_cambio,0,0.0
21080.0,2024,250000.0,1,0.0,4.0,-3.0,bajada_fuerte,527300.0,0.0,4.0,1328400.0,0.0,3.0,bajada_leve,-1,0.0
